rank,personName,age,finalWorth,category,country,gender
1477,Aneel Bhusri,52,1000,Technology,United States,M
1477,O. Francis Biondi,53,1000,Finance & Investments,United States,M
1477,John Bloor,74,1000,Diversified,United Kingdom,M
1477,David Booth,72,1000,Finance & Investments,United States,M
1477,Cai Wensheng,48,1000,Technology,China,M
1477,Ahmet Calik,60,1000,Diversified,Turkey,M
1477,Michel Chalhoub,86,1000,Fashion & Retail,France,M
1477,Chen Xiaoying,41,1000,Logistics,China,F
1477,Cho Jung-Ho,59,1000,Finance & Investments,South Korea,M
1477,Turgay Ciner,62,1000,Diversified,Turkey,M
1477,Steve Conine,45,1000,Technology,United States,M
1477,Jacques D'Amours,61,1000,Fashion & Retail,Canada,M
1477,Robert Defares,56,1000,Finance & Investments,Netherlands,M
1477,Alexander Dzhaparidze,62,1000,Energy,Russia,M
1477,Stephen Feinberg,57,1000,Finance & Investments,United States,M
1477,Paul Foster,60,1000,Energy,United States,M
1477,Mario Gabelli,75,1000,Finance & Investments,United States,M
1477,Radhe Shyam Goenka,72,1000,Fashion & Retail,India,M
1477,Christopher Goldsbury,75,1000,Food & Beverage,United States,M
1477,Stelios Haji-Ioannou,51,1000,Service,Cyprus,M
1477,Ilkka Herlin,59,1000,Manufacturing,Finland,M
1477,Brian Higgins,53,1000,Finance & Investments,United States,M
1477,Stephen Jarislowsky,92,1000,Finance & Investments,Canada,M
1477,Michael Jordan,55,1000,Sports,United States,M
1477,Kenji Kasahara,42,1000,Technology,Japan,M
1477,Kim Taek-Jin,50,1000,Gambling & Casinos,South Korea,M
1477,Edward Lampert,55,1000,Finance & Investments,United States,M
1477,Thomas Lau,63,1000,Fashion & Retail,Hong Kong,M
1477,Thai Lee,59,1000,Technology,United States,F
1477,Lei Jufang,65,1000,Healthcare,China,F
1477,Li Li,54,1000,Healthcare,China,M
1477,Li Liufa,60,1000,Diversified,China,M
1477,Liu Hanyuan,54,1000,Food & Beverage,China,M
1477,Pier Luigi Loro Piana,66,1000,Fashion & Retail,Italy,M
1477,Billy Joe (Red) McCombs,90,1000,Diversified,United States,M
1477,Gian Marco Moratti,81,1000,Energy,Italy,M
1477,Manuel Moroun,90,1000,Logistics,United States,M
1477,Robert Mouawad,73,1000,Service,Lebanon,M
1477,Marius Nacht,52,1000,Technology,Israel,M
1477,Ni Zugen,61,1000,Manufacturing,China,M
1477,Lirio Parisotto,64,1000,Finance & Investments,Brazil,M
1477,Karl-Johan Persson,42,1000,Fashion & Retail,Sweden,M
1477,Tom Persson,33,1000,Fashion & Retail,Sweden,M
1477,Dmitry Pumpyansky,53,1000,Metals & Mining,Russia,M
1477,Ruan Shuilong,82,1000,Manufacturing,China,M
1477,Jean Salata,52,1000,Finance & Investments,Chile,M
1477,Sheryl Sandberg,48,1000,Technology,United States,F
1477,Niraj Shah,44,1000,Technology,United States,M
1477,Shin Dong-Guk,67,1000,Healthcare,South Korea,M
1477,Ben Silbermann,35,1000,Technology,United States,M
1477,Charlotte Soderstrom,41,1000,Fashion & Retail,Sweden,F
1477,Thomas Steyer,60,1000,Finance & Investments,United States,M
1477,Su Weizhong,49,1000,Energy,China,M
1477,David Teoh,61,1000,Telecom,Australia,M
1477,Wang Jinshu,61,1000,Manufacturing,China,M
1477,Wang Yaohai,51,1000,Technology,China,M
1477,Charlotte Colket Weber,75,1000,Food & Beverage,United States,F
1477,Wei Ing-Chou,65,1000,Food & Beverage,Taiwan,M
1477,Yin-Chun Wei,61,1000,Food & Beverage,Taiwan,M
1477,Wei Yin-Heng,59,1000,Food & Beverage,Taiwan,M
1477,Wei Ying-Chiao,63,1000,Food & Beverage,Taiwan,M
1477,Richard White,62,1000,Technology,Australia,M
1477,Allan Wong,67,1000,Manufacturing,Hong Kong,M
1477,Wong Kwong Yu,48,1000,Fashion & Retail,China,M
1477,Wu Jianshu,54,1000,Automotive,Hong Kong,M
1477,Wu Xu,54,1000,Real Estate,St. Kitts and Nevis,M
1477,Wu Xushun,69,1000,Diversified,China,M
1477,Luis Enrique Yarur Rey,67,1000,Finance & Investments,Chile,M
1477,Albert Yeung,75,1000,Diversified,Hong Kong,M
1477,Yu Rong,46,1000,Healthcare,China,M
1477,Kostyantin Zhevago,44,1000,Metals & Mining,Ukraine,M
1477,Zhou Chengjian,52,1000,Fashion & Retail,China,M
1477,Zhou Yaoting,75,1000,Diversified,China,M
1477,Zhuang Kuilong,55,1000,Manufacturing,China,M
1561,Khalifa Bin Butti Al Muhairi,39,1000,Diversified,United Arab Emirates,M
1561,Folorunsho Alakija,67,1000,Energy,Nigeria,F
1561,Bill Alfond,69,1000,Fashion & Retail,United States,M
1561,Susan Alfond,72,1000,Fashion & Retail,United States,F
1561,Ted Alfond,73,1000,Fashion & Retail,United States,M
1561,Joy Alukkas,61,1000,Fashion & Retail,India,M
1561,Andrey Andreev,44,1000,Technology,United Kingdom,M
1561,Carol Jenkins Barnett,61,1000,Food & Beverage,United States,F
1561,Oleg Boyko,53,1000,Diversified,Russia,M
1561,Ana Maria Brescia Cafferata,93,1000,Diversified,Peru,F
1561,Binod Chaudhary,62,1000,Diversified,Nepal,M
1561,Che Fengsheng,55,1000,Healthcare,China,M
1561,Chen Qingzhou,52,1000,Telecom,China,M
1561,Richard Desmond,66,1000,Media & Entertainment,United Kingdom,M
1561,Mohammed Dewji,42,1000,Diversified,Tanzania,M
1561,Carl Douglas,56,1000,Diversified,Sweden,M
1561,Eric Douglas,49,1000,Diversified,Sweden,M
1561,Bulent Eczacibasi,68,1000,Diversified,Turkey,M
1561,Faruk Eczacibasi,63,1000,Diversified,Turkey,M
1561,Martha Ford,92,1000,Automotive,United States,F
1561,Yasuhiro Fukushima,70,1000,Media & Entertainment,Japan,M
1561,Reinold Geiger,70,1000,Fashion & Retail,Austria,M
1561,Saad Hariri,47,1000,Construction & Engineering,Lebanon,M
1561,Richard Hayne,70,1000,Fashion & Retail,United States,M
1561,Ilona Herlin,53,1000,Manufacturing,Finland,F
1561,Asok Kumar Hiranandani,63,1000,Real Estate,Singapore,M
1561,Niranjan Hiranandani,68,1000,Real Estate,India,M
1561,Huang Qiaoling,59,1000,Media & Entertainment,China,M
1561,Huang Zhuangmian,48,1000,Logistics,China,M
1561,Hal Jackman,85,1000,Finance & Investments,Canada,M
1561,Anurang Jain,55,1000,Manufacturing,India,M
1561,Keeree Kanjanapas,67,1000,Real Estate,Thailand,M
1561,Kim Nam-Jung,45,1000,Food & Beverage,South Korea,M
1561,Seth Klarman,60,1000,Finance & Investments,United States,M
1561,Alexander Klyachin,50,1000,Real Estate,Russia,M
1561,Yuriy Kosiuk,49,1000,Food & Beverage,Ukraine,M
1561,Miguel Krigsner,68,1000,Fashion & Retail,Brazil,M
1561,Lee Yin Yee,66,1000,Manufacturing,China,M
1561,Nicola Leibinger-Kammueller,58,1000,Manufacturing,Germany,F
1561,Li Weiwei,41,1000,Technology,China,M
1561,William Li,43,1000,Automotive,China,M
1561,Li Yihai,55,1000,Healthcare,China,M
1561,Li Yong,40,1000,Manufacturing,China,M
1561,Lin Ming-hsiung,68,1000,Fashion & Retail,Taiwan,M
1561,Lou Zhongfu,64,1000,Real Estate,China,M
1561,Low Tuck Kwong,69,1000,Energy,Indonesia,M
1561,P.N.C. Menon,69,1000,Real Estate,Oman,M
1561,Thomas Meyer,58,1000,Fashion & Retail,Switzerland,M
1561,Ezra Nahmad,72,1000,Finance & Investments,Monaco,M
1561,Judith Neilson,71,1000,Finance & Investments,Australia,F
1561,Madeleine Olsson Ericksson,73,1000,Diversified,Sweden,F
1561,Ou Zonghong,48,1000,Real Estate,China,M
1561,Eren Ozmen,59,1000,Manufacturing,United States,F
1561,Fatih Ozmen,60,1000,Manufacturing,United States,M
1561,Jose Isaac Peres,77,1000,Real Estate,Brazil,M
1561,Mark Pincus,52,1000,Technology,United States,M
1561,Kevin Plank,45,1000,Fashion & Retail,United States,M
1561,"Nicholas Pritzker, II.",74,1000,Service,United States,M
1561,Que Wenbin,54,1000,Healthcare,China,M
1561,Jorge Rodriguez Rodriguez,72,1000,Diversified,Peru,M
1561,Nobutada Saji,72,1000,Food & Beverage,Japan,M
1561,Thomas Sandell,57,1000,Finance & Investments,Sweden,M
1561,Eddy Kusnadi Sariaatmadja,64,1000,Media & Entertainment,Indonesia,M
1561,Fayez Sarofim,89,1000,Finance & Investments,United States,M
1561,Monika Schoeller,79,1000,Media & Entertainment,Germany,F
1561,Antonio Luiz Seabra,75,1000,Fashion & Retail,Brazil,M
1561,Yuri Shefler,50,1000,Food & Beverage,Russia,M
1561,Rajju Shroff,84,1000,Manufacturing,India,M
1561,Frank Stronach,85,1000,Automotive,Canada,M
1561,Kevin Systrom,34,1000,Technology,United States,M
1561,Tang Hsiang-chien,94,1000,Manufacturing,Hong Kong,M
1561,Ning Tang,44,1000,Finance & Investments,China,M
1561,Jim Thompson,78,1000,Logistics,United States,M
1561,Jonathan Tisch,64,1000,Diversified,United States,M
1561,Kenneth Tuchman,58,1000,Service,United States,M
1561,Wim van der Leegte,70,1000,Manufacturing,Netherlands,M
1561,Shamsheer Vayalil,41,1000,Healthcare,India,M
1561,Thongma Vijitpongpun,59,1000,Real Estate,Thailand,M
1561,Arkady Volozh,54,1000,Media & Entertainment,Russia,M
1561,Stefan von Holtzbrinck,54,1000,Media & Entertainment,Germany,M
1561,Wang Jiufang,54,1000,Real Estate,China,M
1561,Wong Hong King,56,1000,Real Estate,China,M
1561,Ian Wood,75,1000,Energy,United Kingdom,M
1561,Xiao Chunhong,50,1000,Real Estate,China,M
1561,Jacky Xu,46,1000,Fashion & Retail,St. Kitts and Nevis,M
1561,Zhang Hongwei,63,1000,Diversified,China,M
1561,Zhang Tao,45,1000,Fashion & Retail,China,M
1650,Anu Aga,75,1000,Construction & Engineering,India,F
1650,Farkhad Akhmedov,62,1000,Energy,Russia,M
1650,Alberto Alcocer,75,1000,Finance & Investments,Spain,M
1650,Bassam Alghanim,66,1000,Diversified,Kuwait,M
1650,Kutayba Alghanim,72,1000,Diversified,Kuwait,M
1650,Alexandra Andresen,21,1000,Diversified,Norway,F
1650,Katharina Andresen,22,1000,Diversified,Norway,F
1650,Vasily Anisimov,66,1000,Metals & Mining,Russia,M
1650,Mori Arkin,65,1000,Healthcare,Israel,M
1650,Nigel Austin,47,1000,Fashion & Retail,Australia,M
1650,Krishna Kumar Bangur,57,1000,Manufacturing,India,M
1650,Herb Chambers,76,1000,Automotive,United States,M
1650,R.G. Chandramogan,69,1000,Food & Beverage,India,M
1650,Chang Pyung-Soon,67,1000,Service,South Korea,M
1650,Chao Teng-hsiung,74,1000,Real Estate,Taiwan,M
1650,Chen Liying,42,1000,Logistics,China,F
1650,Chen Tianqiao,44,1000,Technology,China,M
1650,Henry Cheng,71,1000,Diversified,Hong Kong,M
1650,Chey Ki-Won,53,1000,Technology,South Korea,F
1650,Chi Yufeng,47,1000,Technology,China,M
1650,Chua Thian Poh,69,1000,Real Estate,Singapore,M
1650,Chung Yong-Jin,49,1000,Fashion & Retail,South Korea,M
1650,Ciputra,86,1000,Real Estate,Indonesia,M
1650,Alberto Cortina,72,1000,Finance & Investments,Spain,M
1650,"Robert Coyiuto, Jr.",65,1000,Energy,Philippines,M
1650,Maria Del Pino y Calvo-Sotelo,61,1000,Construction & Engineering,Spain,F
1650,K. Dinesh,63,1000,Technology,India,M
1650,Du Weimin,54,1000,Healthcare,China,M
1650,John Edson,85,1000,Manufacturing,United States,M
1650,David Einhorn,49,1000,Finance & Investments,United States,M
1650,Bob Ell,73,1000,Construction & Engineering,Australia,M
1650,Gary Fegel,44,1000,Metals & Mining,Switzerland,M
1650,Victor Fung,72,1000,Logistics,United States,M
1650,William Fung,69,1000,Fashion & Retail,Hong Kong,M
1650,Alan Gerry,89,1000,Media & Entertainment,United States,M
1650,Balkrishan Goenka,51,1000,Manufacturing,India,M
1650,Polys Haji-Ioannou,58,1000,Service,Cyprus,M
1650,Mehmet Hattat,72,1000,Diversified,Turkey,M
1650,J. Tomilson Hill,69,1000,Finance & Investments,United States,M
1650,Eduardo Hochschild,54,1000,Metals & Mining,Peru,M
1650,Hoi Kin Hong,65,1000,Real Estate,Macau,M
1650,Hur Young-In,68,1000,Food & Beverage,South Korea,M
1650,George Joseph,96,1000,Finance & Investments,United States,M
1650,Ronald Joyce,87,1000,Food & Beverage,Canada,M
1650,T.S. Kalyanaraman,70,1000,Fashion & Retail,India,M
1650,Nimesh Kampani,71,1000,Finance & Investments,India,M
1650,Eugene Kaspersky,52,1000,Technology,Russia,M
1650,Viktor Kharitonin,45,1000,Healthcare,Russia,M
1650,Pyotr Kondrashev,68,1000,Manufacturing,Russia,M
1650,Yuri Kovalchuk,66,1000,Finance & Investments,Russia,M
1650,Kagemasa Kozuki,77,1000,Technology,Japan,M
1650,Michael Krasny,64,1000,Technology,United States,M
1650,James Leininger,72,1000,Healthcare,United States,M
1650,Li Guoqiang,54,1000,Automotive,China,M
1650,Li Liangbin,50,1000,Manufacturing,China,M
1650,Liu Ko-chen,64,1000,Technology,Taiwan,M
1650,Anatoly Lomakin,65,1000,Metals & Mining,Russia,M
1650,Ma Hong,50,1000,Fashion & Retail,China,M
1650,Gary Magness,64,1000,Media & Entertainment,United States,M
1650,Youssef Mansour,72,1000,Diversified,Egypt,M
1650,Strive Masiyiwa,57,1000,Telecom,Zimbabwe,M
1650,Dariusz Milek,50,1000,Fashion & Retail,Poland,M
1650,Nan Cunhui,54,1000,Manufacturing,China,M
1650,Dinesh Nandwana,54,1000,Technology,India,M
1650,Oei Hong Leong,69,1000,Finance & Investments,Singapore,M
1650,Rubens Ometto Silveira Mello,68,1000,Energy,Brazil,M
1650,Ou Xueming,69,1000,Real Estate,China,M
1650,Markus Persson,38,1000,Media & Entertainment,Sweden,M
1650,Victor Pinchuk,57,1000,Metals & Mining,Ukraine,M
1650,Forrest Preston,84,1000,Healthcare,United States,M
1650,Jerry Reinsdorf,82,1000,Sports,United States,M
1650,Fernando Roig,70,1000,Fashion & Retail,Spain,M
1650,Subhash Runwal,74,1000,Real Estate,India,M
1650,Yoshiyuki Sankai,59,1000,Technology,Japan,M
1650,Kirill Shamalov,35,1000,Energy,Russia,M
1650,Shin Dong-Bin,63,1000,Fashion & Retail,South Korea,M
1650,Evgeny (Eugene) Shvidler,53,1000,Energy,United States,M
1650,Jasminder Singh,67,1000,Real Estate,United Kingdom,M
1650,Martua Sitorus,58,1000,Manufacturing,Indonesia,M
1650,Peter Sperling,58,1000,Service,United States,M
1650,Jerzy Starak,70,1000,Healthcare,Poland,M
1650,Manny Stul,68,1000,Manufacturing,Australia,M
1650,Su Rubo,63,1000,Real Estate,China,M
1650,Fuat Tosyali,55,1000,Metals & Mining,Turkey,M
1650,Kenny Troutt,70,1000,Telecom,United States,M
1650,Rufino Vigil Gonzalez,69,1000,Metals & Mining,Mexico,M
1650,Wang Jianfeng,48,1000,Automotive,China,M
1650,Wang Jing,45,1000,Telecom,China,M
1650,Wang Qunbin,48,1000,Diversified,China,M
1650,Dan Wilks,61,1000,Energy,United States,M
1650,Farris Wilks,66,1000,Energy,United States,M
1650,Thomas Wu,67,1000,Finance & Investments,Taiwan,M
1650,Yi Zheng,47,1000,Technology,China,M
1650,Yuan Fugen,67,1000,Manufacturing,China,M
1650,"Richard Yuengling, Jr.",74,1000,Food & Beverage,United States,M
1650,Gavril Yushvaev,60,1000,Finance & Investments,Russia,M
1650,Zeng Kaitian,43,1000,Technology,China,M
1650,Zhang Wanzhen,68,1000,Manufacturing,China,M
1650,Zhang Yubai,53,1000,Food & Beverage,China,M
1650,Zhou Yifeng,49,1000,Manufacturing,China,M
1650,Zhou Yongli,63,1000,Manufacturing,China,M
1650,Zhu Wenchen,52,1000,Healthcare,China,M
1650,Ahmet Nazif Zorlu,73,1000,Diversified,Turkey,M
1756,Len Ainsworth,94,1000,Gambling & Casinos,Australia,M
1756,Edmund Ansin,82,1000,Media & Entertainment,United States,M
1756,Markus Blocher,47,1000,Manufacturing,Switzerland,M
1756,Leonid Boguslavsky,66,1000,Finance & Investments,Russia,M
1756,Jorge Horacio Brito,65,1000,Finance & Investments,Argentina,M
1756,Saket Burman,40,1000,Food & Beverage,United Kingdom,M
1756,Steve Case,59,1000,Technology,United States,M
1756,Jeffrey Cheah,72,1000,Real Estate,Malaysia,M
1756,Bruce Cheng,82,1000,Technology,Taiwan,M
1756,Cheng Xianfeng,49,1000,Healthcare,China,M
1756,Ivan Chrenko,50,1000,Real Estate,Slovakia,M
1756,Eduardo Cojuangco,82,1000,Food & Beverage,Philippines,M
1756,Brunello Cucinelli,64,1000,Fashion & Retail,Italy,M
1756,Darwin Deason,77,1000,Service,United States,M
1756,Andrea Della Valle,52,1000,Fashion & Retail,Italy,M
1756,Jamie Dimon,61,1000,Finance & Investments,United States,M
1756,Charles Dunstone,54,1000,Telecom,United Kingdom,M
1756,Bruce Flatt,52,1000,Finance & Investments,Canada,M
1756,Fu Meicheng,60,1000,Media & Entertainment,China,M
1756,Soichiro Fukutake,72,1000,Service,Japan,M
1756,Don Gao,53,1000,Manufacturing,China,M
1756,Gao Yunfeng,51,1000,Manufacturing,China,M
1756,Anne Gittinger,82,1000,Fashion & Retail,United States,F
1756,Clelia Haji-Ioannou,47,1000,Service,Cyprus,F
1756,John Hancock,42,1000,Metals & Mining,Australia,M
1756,Ronnen Harary,46,1000,Manufacturing,Canada,M
1756,Ayman Hariri,39,1000,Construction & Engineering,Lebanon,M
1756,Fahd Hariri,37,1000,Construction & Engineering,Lebanon,M
1756,Surendra Hiranandani,63,1000,Real Estate,Cyprus,M
1756,Alan Howard,54,1000,Finance & Investments,United Kingdom,M
1756,Hu Keqin,59,1000,Diversified,China,M
1756,Irwin Jacobs,84,1000,Technology,United States,M
1756,Mitchell Jacobson,67,1000,Service,United States,M
1756,Rana Kapoor,60,1000,Finance & Investments,India,M
1756,Alexander Karp,50,1000,Technology,United States,M
1756,Raghuvinder Kataria,68,1000,Finance & Investments,United Kingdom,M
1756,Habil Khorakiwala,75,1000,Healthcare,India,M
1756,Sidney Kimmel,90,1000,Fashion & Retail,United States,M
1756,Andre Koo,50,1000,Finance & Investments,Taiwan,M
1756,Koo Bon-Neung,68,1000,Manufacturing,South Korea,M
1756,Andrei Kosogov,56,1000,Energy,Russia,M
1756,Lee Ho-Jin,55,1000,Diversified,South Korea,M
1756,Solomon Lew,72,1000,Fashion & Retail,Australia,M
1756,Rodney Lewis,63,1000,Energy,United States,M
1756,Li Jiaquan,54,1000,Manufacturing,China,M
1756,Lin Fanlian,56,1000,Energy,China,M
1756,Lin Jianhua,55,1000,Manufacturing,China,M
1756,Lin Tianfu,55,1000,Fashion & Retail,Hong Kong,M
1756,Louise Lindh,38,1000,Diversified,Sweden,F
1756,Liu Baolin,64,1000,Fashion & Retail,China,M
1756,Jose Llado Fernandez-Urrutia,83,1000,Construction & Engineering,Spain,M
1756,"Cargill MacMillan, III.",58,1000,Food & Beverage,United States,M
1756,John MacMillan,68,1000,Food & Beverage,United States,M
1756,Martha MacMillan,66,1000,Food & Beverage,United States,F
1756,William MacMillan,63,1000,Food & Beverage,United States,M
1756,Katarina Martinson,36,1000,Diversified,Sweden,F
1756,Craig Newmark,65,1000,Technology,United States,M
1756,Bruce Nordstrom,84,1000,Fashion & Retail,United States,M
1756,Pierre Karl Péladeau,56,1000,Media & Entertainment,Canada,M
1756,David Penaloza Alanis,44,1000,Construction & Engineering,Mexico,M
1756,Andreas Pohl,53,1000,Finance & Investments,Germany,M
1756,"Reinfried Pohl, Jr.",58,1000,Finance & Investments,Germany,M
1756,Mahendra Prasad,78,1000,Healthcare,India,M
1756,Anton Rabie,46,1000,Manufacturing,Canada,M
1756,Bianca Rinehart,40,1000,Metals & Mining,Australia,F
1756,Ginia Rinehart,31,1000,Metals & Mining,Australia,F
1756,Alexander Rovt,65,1000,Manufacturing,United States,M
1756,Lily Safra,80,1000,Finance & Investments,Monaco,F
1756,Deniz Sahenk,72,1000,Diversified,Turkey,F
1756,Leonard Schleifer,65,1000,Healthcare,United States,M
1756,Dieter Schnabel,72,1000,Manufacturing,Germany,M
1756,Bhadresh Shah,66,1000,Manufacturing,India,M
1756,Shao Qinxiang,63,1000,Manufacturing,China,M
1756,Eric Ya Shen,47,1000,Technology,China,M
1756,Nobutoshi Shimamura,92,1000,Fashion & Retail,Japan,M
1756,Shum Chiu Hung,48,1000,Real Estate,China,M
1756,Helmut Sohmen,78,1000,Logistics,Austria,M
1756,Sun Qinghuan,44,1000,Technology,China,M
1756,Sun Yinhuan,68,1000,Real Estate,China,M
1756,Djoko Susanto,68,1000,Fashion & Retail,Indonesia,M
1756,Erol Tabanca,60,1000,Construction & Engineering,Turkey,M
1756,Alexander Tedja,72,1000,Real Estate,Indonesia,M
1756,Wilma Tisch,90,1000,Finance & Investments,United States,F
1756,Ayhan Tosyali,54,1000,Metals & Mining,Turkey,M
1756,Fatih Tosyali,52,1000,Metals & Mining,Turkey,M
1756,Long Tran Dinh,57,1000,Manufacturing,Vietnam,M
1756,Tsai Ming-Kai,67,1000,Technology,Taiwan,M
1756,Pavel Tykac,53,1000,Metals & Mining,Czech Republic,M
1756,Jayshree Ullal,56,1000,Technology,United States,F
1756,Wan Long,77,1000,Food & Beverage,China,M
1756,Wang Muqing,67,1000,Automotive,China,M
1756,Wang Yong,67,1000,Food & Beverage,China,M
1756,Hope Welker,32,1000,Metals & Mining,Australia,F
1756,Wen Yibo,52,1000,Service,China,M
1756,Stephen T. Winn,71,1000,Real Estate,United States,M
1756,Gordon Wu,82,1000,Real Estate,Hong Kong,M
1756,Wu Lanlan,44,1000,Manufacturing,China,F
1756,Xu Ziquan,59,1000,Technology,China,M
1756,Yang Tingdong,57,1000,Food & Beverage,China,M
1756,You Xiaoping,60,1000,Manufacturing,China,M
1756,Yu Peidi,58,1000,Real Estate,Hong Kong,M
1756,Yu Qibing,52,1000,Manufacturing,China,M
1756,Yu Yunxin,56,1000,Fashion & Retail,China,M
1756,Zan Shengda,54,1000,Diversified,China,M
1756,Zhang Guiping,66,1000,Real Estate,China,M
1756,Zhao Weiguo,51,1000,Technology,China,M
1756,Zheng Jianjiang,57,1000,Manufacturing,China,M
1867,Hamad bin Jassim bin Jaber Al Thani,58,1000,Finance & Investments,Qatar,M
1867,Isak Andic,64,1000,Fashion & Retail,Spain,M
1867,Marc Andreessen,46,1000,Finance & Investments,United States,M
1867,Jose Maria Aristrain,55,1000,Metals & Mining,Spain,M
1867,Thomas Bailey,81,1000,Finance & Investments,United States,M
1867,Harindarpal Banga,67,1000,Finance & Investments,India,M
1867,Elena Baturina,55,1000,Construction & Engineering,Russia,F
1867,Eduardo Belmont Anderson,72,1000,Fashion & Retail,Peru,M
1867,Tomasz Biernacki,45,1000,Fashion & Retail,Poland,M
1867,Zadik Bino,74,1000,Diversified,Israel,M
1867,Brett Blundy,58,1000,Fashion & Retail,Australia,M
1867,Henadiy Boholyubov,56,1000,Diversified,Ukraine,M
1867,Charles Brandes,75,1000,Finance & Investments,United States,M
1867,Amit Burman,48,1000,Food & Beverage,India,M
1867,Cai Dongqing,48,1000,Media & Entertainment,China,M
1867,Chen Bo,47,1000,Energy,China,M
1867,Cheng Wei,35,1000,Service,China,M
1867,Phongthep Chiaravanont,66,1000,Diversified,Thailand,M
1867,Kochouseph Chittilappilly,67,1000,Manufacturing,India,M
1867,Chu Jinfu,60,1000,Manufacturing,China,M
1867,Eduardo Costantini,71,1000,Real Estate,Argentina,M
1867,Sol Daurella,52,1000,Food & Beverage,Spain,F
1867,Philip Day,52,1000,Fashion & Retail,United Kingdom,M
1867,D. Leopoldo Del Pino y Calvo-Sotelo,55,1000,Construction & Engineering,Spain,M
1867,Norbert Dentressangle,63,1000,Logistics,France,M
1867,Beda Diethelm,77,1000,Healthcare,Switzerland,M
1867,Mark Dixon,59,1000,Real Estate,United Kingdom,M
1867,Henry Engelhardt,60,1000,Finance & Investments,United States,M
1867,Fang Hongbo,51,1000,Manufacturing,China,M
1867,Gleb Fetisov,51,1000,Telecom,Russia,M
1867,Donald Foss,73,1000,Automotive,United States,M
1867,Robert Friedland,67,1000,Metals & Mining,United States,M
1867,Donald Friese,77,1000,Manufacturing,United States,M
1867,Fu Guangming,64,1000,Food & Beverage,China,M
1867,Dan Gertler,44,1000,Metals & Mining,Israel,M
1867,Dennis Gillings,73,1000,Healthcare,United Kingdom,M
1867,Ryan Graves,34,1000,Technology,United States,M
1867,Gu Wei,53,1000,Manufacturing,China,M
1867,Alfredo Harp Helu,73,1000,Finance & Investments,Mexico,M
1867,Gudrun Heine,63,1000,Healthcare,Germany,F
1867,Francis Holder,77,1000,Food & Beverage,France,M
1867,Hong Seok-Joh,65,1000,Fashion & Retail,South Korea,M
1867,Douglas Hsu,75,1000,Diversified,Taiwan,M
1867,Huang Jianrong,60,1000,Metals & Mining,China,M
1867,"B. Wayne Hughes, Jr.",57,1000,Real Estate,United States,M
1867,Daisy Igel,90,1000,Energy,Brazil,F
1867,Thomas James,75,1000,Finance & Investments,United States,M
1867,Jiang Ganjun,54,1000,Manufacturing,China,M
1867,Jiang Zhaobai,54,1000,Real Estate,China,M
1867,Jin Huiming,65,1000,Real Estate,China,M
1867,Ajay Kalsi,57,1000,Energy,India,M
1867,Helga Kellerhals,77,1000,Fashion & Retail,Germany,F
1867,King Pak Fu,48,1000,Real Estate,Hong Kong,M
1867,Sergei Kolesnikov,46,1000,Manufacturing,Russia,M
1867,Hemendra Kothari,71,1000,Finance & Investments,India,M
1867,Eiichi Kuriwada,71,1000,Logistics,Japan,M
1867,Guy Laliberté,58,1000,Media & Entertainment,Canada,M
1867,Lee Hae-Jin,50,1000,Technology,South Korea,M
1867,Michael Lee-Chin,67,1000,Finance & Investments,Canada,M
1867,Li Guangyu,54,1000,Service,China,M
1867,Li Jun,53,1000,Manufacturing,China,M
1867,Li Rucheng,66,1000,Fashion & Retail,China,M
1867,Li Xuhui,49,1000,Food & Beverage,China,F
1867,Lim Wee Chai,60,1000,Manufacturing,Malaysia,M
1867,Liu Jiang,50,1000,Energy,China,M
1867,Liu Xuejing,67,1000,Diversified,China,M
1867,Liu Zhenguo,53,1000,Service,China,M
1867,Lo Ka Shui,71,1000,Real Estate,Hong Kong,M
1867,Lo Siu-tong,87,1000,Real Estate,Hong Kong,M
1867,Tobi Lutke,37,1000,Technology,Canada,M
1867,Ma Yunsheng,55,1000,Diversified,China,M
1867,Ziyavudin Magomedov,49,1000,Energy,Russia,M
1867,Ana Maria Marcondes Penido Sant'Anna,62,1000,Construction & Engineering,Brazil,F
1867,Terence (Terry) Matthews,74,1000,Telecom,Canada,M
1867,Gail Miller,74,1000,Automotive,United States,F
1867,Andrei Molchanov,46,1000,Construction & Engineering,Russia,M
1867,Ni Zhaoxing,62,1000,Real Estate,China,M
1867,Kentaro Ogawa,69,1000,Food & Beverage,Japan,M
1867,Erik Paulsson,76,1000,Real Estate,Sweden,M
1867,Peng Hao,50,1000,Manufacturing,China,M
1867,Stefan Pierer,61,1000,Automotive,Austria,M
1867,Michael Price,65,1000,Finance & Investments,United States,M
1867,Clayton Riddell,80,1000,Energy,Canada,M
1867,Boris Rotenberg,61,1000,Construction & Engineering,Russia,M
1867,Igor Rybakov,45,1000,Manufacturing,Russia,M
1867,Stephen Saad,53,1000,Healthcare,South Africa,M
1867,K. Rai Sahi,71,1000,Real Estate,Canada,M
1867,Airat Shaimiev,56,1000,Energy,Russia,M
1867,Radik Shaimiev,53,1000,Energy,Russia,M
1867,Shang Jiyong,50,1000,Diversified,China,M
1867,Mikhail Shelkov,49,1000,Metals & Mining,Russia,M
1867,S.D. Shibulal,63,1000,Technology,India,M
1867,Ron Sim,59,1000,Fashion & Retail,Singapore,M
